,example_id,sentence,sentence_label,left_tree,left_label,right_tree,right_label
4188,04189,"The trouble with making this queen a thoroughly modern maiden is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness .",negative,The trouble with making this queen a thoroughly modern maiden,neutral,"is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness .",negative
4189,04190,"I 'm not saying that Ice Age does n't have some fairly pretty pictures , but there 's not enough substance in the story to actually give them life .",neutral,"I 'm not saying that Ice Age does n't have some fairly pretty pictures , but there 's not enough substance in the story to actually give them life",neutral,.,neutral
4190,04191,"In the telling of a story largely untold , Bui chooses to produce something that is ultimately suspiciously familiar .",neutral,In the telling of a story largely untold,positive,", Bui chooses to produce something that is ultimately suspiciously familiar .",negative
4191,04192,"The plot is nothing but boilerplate clichés from start to finish , and the script assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times",negative,"The plot is nothing but boilerplate clichés from start to finish , and",negative,"the script assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times",negative
4192,04193,Terminally brain dead production .,negative,Terminally brain dead production,negative,.,neutral
4193,04194,"Some episodes work , some do n't .",negative,Some episodes work,neutral,", some do n't .",neutral
4194,04195,Beautifully filmed and well acted ... but admittedly problematic in its narrative specifics .,positive,Beautifully filmed,positive,and well acted ... but admittedly problematic in its narrative specifics .,neutral
4195,04196,"J. Lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : She 's a pretty woman , but she 's no working girl .",positive,"J. Lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : She 's a pretty woman , but she 's no working girl",negative,.,neutral
4196,04197,"Rymer does n't trust laughs -- and does n't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects .",negative,Rymer,neutral,"does n't trust laughs -- and does n't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects .",negative
4197,04198,"Not only are the film 's Sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",negative,Not only are the film 's Sopranos gags incredibly dated and unfunny,negative,", they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",neutral
4198,04199,Wow .,positive,Wow,positive,.,neutral
4199,04200,I have not been this disappointed by a movie in a long time .,negative,I,neutral,have not been this disappointed by a movie in a long time .,negative
4200,04201,"Off the Hook is overlong and not well-acted , but credit writer-producer-director Adam Watstein with finishing it at all .",negative,Off the Hook,neutral,"is overlong and not well-acted , but credit writer-producer-director Adam Watstein with finishing it at all .",negative
4201,04202,It 's a drag how Nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,negative,It,neutral,'s a drag how Nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,negative
4202,04203,"Watching Harris ham it up while physically and emotionally disintegrating over the course of the movie has a certain poignancy in light of his recent death , but Boyd 's film offers little else of consequence .",neutral,"Watching Harris ham it up while physically and emotionally disintegrating over the course of the movie has a certain poignancy in light of his recent death , but Boyd 's film offers little else of consequence",negative,.,neutral
4203,04204,"It 's also curious to note that this film , like the similarly ill-timed Antitrust , is easily as bad at a fraction the budget .",negative,It,neutral,"'s also curious to note that this film , like the similarly ill-timed Antitrust , is easily as bad at a fraction the budget .",negative
4204,04205,Will probably be one of those movies barely registering a blip on the radar screen of 2002 .,negative,Will,neutral,probably be one of those movies barely registering a blip on the radar screen of 2002 .,negative
4205,04206,"The problem is not that it 's all derivative , because plenty of funny movies recycle old tropes .",neutral,The problem,neutral,"is not that it 's all derivative , because plenty of funny movies recycle old tropes .",negative
4206,04207,The problem is that Van Wilder does little that is actually funny with the material .,negative,The problem,neutral,is that Van Wilder does little that is actually funny with the material .,negative
4207,04208,There 's nothing interesting in Unfaithful whatsoever .,negative,There,neutral,'s nothing interesting in Unfaithful whatsoever .,negative
4208,04209,None of this is half as moving as the filmmakers seem to think .,negative,None of this,neutral,is half as moving as the filmmakers seem to think .,negative
4209,04210,A processed comedy chop suey .,negative,A processed comedy,neutral,chop suey .,neutral
4210,04211,"As spent screen series go , Star Trek : Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there 's nothing to drink .",neutral,As spent screen series go,neutral,", Star Trek : Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there 's nothing to drink .",negative
4211,04212,"Fails as a dystopian movie , as a retooling of Fahrenheit 451 , and even as a rip-off of The Matrix .",negative,"Fails as a dystopian movie , as a retooling of Fahrenheit 451 , and even as a rip-off of The Matrix",negative,.,neutral
4212,04213,Full of the kind of obnoxious chitchat that only self-aware neurotics engage in .,negative,Full of the kind of obnoxious,negative,chitchat that only self-aware neurotics engage in .,neutral
4213,04214,"An erotic thriller that 's neither too erotic nor very thrilling , either .",negative,An erotic thriller that,positive,"'s neither too erotic nor very thrilling , either .",negative
4214,04215,"The movie , like Bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .",negative,The movie,neutral,", like Bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .",negative
